   1.9820263890174533e+03	   4.2773570476336336e+03	
   1.9828720371903532e+03	   4.0210951902672073e+03	
   1.9836307733004669e+03	   3.7951743492452388e+03	
   1.9846583629896659e+03	   3.5118969450492996e+03	
   1.9852275200385106e+03	   3.3601330360827296e+03	
   1.9858599767401690e+03	   3.2016074544499793e+03	
   1.9865952204017497e+03	   3.0194679248776101e+03	
   1.9871961472384405e+03	   2.8845251473492713e+03	
   1.9880106254306909e+03	   2.7124519974012205e+03	
   1.9886037147866796e+03	   2.5909806588132305e+03	
   1.9890228400620838e+03	   2.5066223905142806e+03	
   1.9889970602625365e+03	   2.5124979158057504e+03	
   1.9893990720577010e+03	   2.4362542245977138e+03	
   1.9898724748239058e+03	   2.3333555356789561e+03	
   1.9903370694665086e+03	   2.2532810924902024e+03	
   1.9908731680048131e+03	   2.1655685989235712e+03	
   1.9912306197285247e+03	   2.1159681786344772e+03	
   1.9915343644831971e+03	   2.0587844329958016e+03	
   1.9920883954577580e+03	   1.9786709005011221e+03	
   1.9926513474805822e+03	   1.8947500696092820e+03	
   1.9932769952755061e+03	   1.8260154340695678e+03	
   1.9936970072617239e+03	   1.7687808723331884e+03	
   1.9942600722092097e+03	   1.7038769887741910e+03	
   1.9948410921778841e+03	   1.6503754557537143e+03	
   1.9953595970539170e+03	   1.6121148431136594e+03	
   1.9958333611790388e+03	   1.5700703856599991e+03	
   1.9962981816709646e+03	   1.5280298371369311e+03	
   1.9968882356125641e+03	   1.4897379530521359e+03	
   1.9975140415020144e+03	   1.4476270437784019e+03	
   1.9980862759320189e+03	   1.4207531459544975e+03	
   1.9985155477404849e+03	   1.4167621278194854e+03	
   1.9988016536630209e+03	   1.4014234841742498e+03	
   1.9929552729147131e+03	   1.8679934397031541e+03	
   1.9908196191302998e+03	   2.1846089998399693e+03	
   1.9991063057046774e+03	   1.3966976544027534e+03	
   1.9994398868369633e+03	   1.3724521195098387e+03	
   1.9996728800364194e+03	   1.3750280355892671e+03	
   2.0000444002783690e+03	   1.3775434066326413e+03	
   2.0004158728181692e+03	   1.3720255522103605e+03	
   2.0009007174668973e+03	   1.3718136445841683e+03	
   2.0013226270795612e+03	   1.3769847410726795e+03	
   2.0017508333759749e+03	   1.3821530855140975e+03	
   2.0019964835457965e+03	   1.3954344647868795e+03	
   2.0024183931584605e+03	   1.4006055612753908e+03	
   2.0027836485180935e+03	   1.4084791680096280e+03	
   2.0029852696038167e+03	   1.4298130370777178e+03	
   2.0034136031059627e+03	   1.4564033160942156e+03	
   2.0039174809123888e+03	   1.4802828287237071e+03	
   2.0028907239432717e+03	   1.4137878668528097e+03	
   2.0030671264925631e+03	   1.4297772604655038e+03	
   2.0031363900138099e+03	   1.4297469879474761e+03	
   2.0019082981718675e+03	   1.3901175098024169e+03	
   2.0018263617795385e+03	   1.3767645773052070e+03	
   2.0020909020006090e+03	   1.3900377004367081e+03	
   2.0008314857470834e+03	   1.3771994007459652e+03	
   2.0010770564133222e+03	   1.3770920709093225e+03	
   2.0010014803076092e+03	   1.3744473536525581e+03	
   1.9999184666033748e+03	   1.3775984475745095e+03	
   1.9999814334408720e+03	   1.3775709271035753e+03	
   2.0001451472183644e+03	   1.3774993738791468e+03	
   1.9989111403098693e+03	   1.4021384515064187e+03	
   1.9990118554484316e+03	   1.3967389351091545e+03	
   1.9990937123371780e+03	   1.3967031584969402e+03	
   2.0038355763214929e+03	   1.4722853798702665e+03	
   2.0039363232614883e+03	   1.4722413471167722e+03	
   2.0041126304064803e+03	   1.4721642897981567e+03	
   2.0045284023425600e+03	   1.5041155565526105e+03	
   2.0043457667123853e+03	   1.4988398822745498e+03	
   2.0049063623747084e+03	   1.5307278519458557e+03	
   2.0050071252154203e+03	   1.5333615610142454e+03	
   2.0051456522579140e+03	   1.5333010159781904e+03	
   2.0053599303140029e+03	   1.5653403482396336e+03	
   2.0056875168761535e+03	   1.5919746600096257e+03	
   1.9881349929537073e+03	   2.6564212099899069e+03	
   1.9881382109110848e+03	   2.6833460550756313e+03	
   1.9881830601644008e+03	   2.6765888917041907e+03	
   1.9881988434208088e+03	   2.6664756512901963e+03	
   2.0055383389752017e+03	   1.5885079191092175e+03	
   2.0058483553595595e+03	   1.6093817129782726e+03	
   2.0059697080324195e+03	   1.6246081582521365e+03	
   2.0061179737793634e+03	   1.6340930343077384e+03	
   2.0064145733214789e+03	   1.6645223696996984e+03	
   2.0067111728635944e+03	   1.6949517050916579e+03	
   2.0068235658531310e+03	   1.7140019373184009e+03	
   2.0069538328438291e+03	   1.7177648734522147e+03	
   2.0070976867973391e+03	   1.7406212262650120e+03	
   2.0075425520863985e+03	   1.7805354377125739e+03	
   2.0078707146648289e+03	   1.8319602686117191e+03	
   2.0079921920927732e+03	   1.8681959499002999e+03	
   2.0081450510950915e+03	   1.8948682379473873e+03	
   2.0077133531381062e+03	   1.8033800129474871e+03	
   1.9823390798553887e+03	   4.1823634797007089e+03	
   1.9825714314277632e+03	   4.1072619274400558e+03	
   1.9827404532569963e+03	   4.0591880542629438e+03	
   1.9831629722015318e+03	   3.9330033868920805e+03	
   1.9837897674230294e+03	   3.7557294379316354e+03	
   1.9839376793378822e+03	   3.7166647911157024e+03	
   1.9843109418155300e+03	   3.6115016519209266e+03	
   1.9845222191020714e+03	   3.5514093104495360e+03	
   1.9847757874744686e+03	   3.4852984851119500e+03	
   1.9850856667661540e+03	   3.3981630483585909e+03	
   1.9853955816863868e+03	   3.3170275960333142e+03	
