category,company.name,heat.rate,main.mmbtu,net.mwh,plant.id,plant.name,year
C,ACE Cogeneration Co ,9.57945202765616,7253130,757155,C0001 ,ACE Cogeneration (ACE is Argus Cogen Expansion - Retired),2003
C,Air Products and Chemicals Inc ,7.21490775323286,3075340,426248,C0021 ,Stockton CoGen (Retired 3/31/2012 - Repowered E0002),2003
C,DTE Stockton LLC ,12.8289926773391,4563850,355745,C0004 ,Port of Stockton District Energy Facility - Retired Jan 2011,2003
C,GWF Power Systems LP ,11.4165743393406,1741450,152537,C0008 ,East Third Street Power Plant - Retired April 2012,2003
C,GWF Power Systems LP ,11.6317731647624,1834540,157718,C0009 ,Loveridge Road Power Plant - Retired April 2012,2003
C,GWF Power Systems LP ,11.5226274875031,1818720,157839,C0012 ,Nichols Road Power Plant - Retired April 2012,2003
C,GWF Power Systems LP ,11.6764873720049,1821100,155963,C0010 ,Wilbur East Power Plant - Retired April 2012,2003
C,GWF Power Systems LP ,11.4073503852006,1896780,166277,C0011 ,Wilbur West Power Plant - Retired April 2012,2003
C,Hanford LP ,12.1105081447686,2564170,211731,C0007 ,Hanford - Retired October 2011,2003
C,Jackson Valley Energy Part LP ,0,0,0.119999997317791,C0005 ,Buena Vista Biomass Power (Jackson Valley) Retired Dec 2012,2003
C,Karnavati Holdings Inc ,44.9348733109952,15520330,345396.100097656,C0017 ,Argus Cogen Plant,2003
C,Los Angeles Department of Water & Power (LADWP) ,9.50845503912077,129013000,13568240,C0023 ,Intermountain Power Project (UT),2003
C,Mt Poso Cogeneration Co ,8.58278158446391,3566120,415497,C0016 ,Mt. Poso Cogeneration - Retired November 2011,2003
C,Rio Bravo ,5.27438743826666,1547500,293399,C0018 ,Rio Bravo Jasmin,2003
C,Rio Bravo ,5.60983497146317,1630650,290677,C0022 ,Rio Bravo Poso,2003
C,Southern California Edison (SCE) ,10.2234057767529,97934400,9579430,C0024 ,Mohave Generating Station (Nevada) - Retired December 2005,2003
C,Tesoro Refining & Marketing Company LLC ,14.441901618145,3395060,235084,C0002 ,Los Angeles Refinery - Calciner,2003
C,TXI Riverside Cement ,6.49080701380943,975776,150332,C0019 ,TXI Riverside Cement Power House (Shutdown March 2008),2003
E,Big Valley Power LLC ,,0,0,E0003 ,Big Valley Power LLC_(Retired June 30  2010),2003
E,Bio Energy Partners/WM Renewable Energy ,18.7335639258374,736585,39319,E0106 ,Altamont Gas Recovery,2003
E,Burney Forest Power ,18.1168247864595,2299170,126908,E0005 ,Burney Forest Products,2003
E,Burney Mountain Power ,18.9378667795995,1565120,82645,E0006 ,Burney Mountain Power,2003
E,Chateau Energy Inc ,,0,0,E0042 ,Mesquite Lake Resource Recovery Project - Retired Dec 2008,2003
